id,start,end,marr_familiarMarrsLevels,marrclarifies_1not7completely,important_toBuildProcessModels,level,instructor,discipline,model,isPM
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"GCM, Generalized Context Model
 (Nosofsky, 1986)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"General Linear Classifier
 (Medin & Schwanenflugel, 1981; Ashby & Gott, 1988)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"GQC, General Quadratic Classifier
 (Ashby & Gott, 1988; Ashby 1992)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"gRAT, Generalized Version of a Rational Model/WADD
 (Nosofsky & Bergert, 2007)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"gTTB, Generalized Version of Take-the-Best
 (Nosofsky & Bergert, 2007)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Herrnstein's Matching Law
 (Herrnstein, 1961)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"HyGene
 (Thomas, Dougherty, Sprenger, & Harbison, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Hyperbolic Discounting Model
 (Elster, 1979)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Imagination Strategy Selection Model
 (Rieskamp & Otto, 2006)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Incongruity-biased Encoding Model
 (Hastie & Kumar 1979; Hastie, 1980, 1984; Scrull, 1981)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Increasing Probability Model
 (Wallsten, Pleskac, Lejuez, 2005)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Independence Model of Memory and Judgment
 (Anderson & Hubert, 1963; Anderson, 1981)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Independent Race Model
 (Logan & Cowan, 1984)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Integrated System Model of Attention and Decision Making
 (Smith & Ratcliff, 2009)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"LBA, Linear Ballistic Accumulator Model
 (Brown & Heathcote, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"LCA, Leaky, Competing Accumulator Model
 (Usher & McClelland, 2001)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Leaky Accumulator Model with Relative Criteria
 (Ratcliff & Smith, 2004)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Leaky Accumulator Model
 (Ratcliff & Smith, 2004)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Lexicographic Semiorder
 (Luce, 1956; Tversky, 1969)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Linear Decision-boundary Model
 (Ashby & Townsend, 1986)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,Linear Regression,No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"LISA, Learning and Inference with Schemas and Analogies
 (Hummel & Holyoak, 1996; 1997)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Least Mean Squares Network/Configural Cue Adaptive Network Model
 (Gluck & Bower, 1988)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Matching Heuristic
 (Dhami & Ayton, 2001)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"MDFT, Multialternative Decision Field Theory
 (Roe, Busemeyer, & Townsend, 2001)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"MIN, Minimalist
 (Gigerenzer & Goldstein, 1996; Gigerenzer et. al, 1999)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Minimum-distance Classifier
 (Ashby & Townsend, 1986)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Mixture Model of Transitive Preferences
 (Regenwetter, Dana, & Davis-Stober, 2011)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"MMN, Max-minus-next Diffusion Model
 (Ratcliff & McKoon, 1997; McMillen & Holmes, 2006)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Mutual Inhibition Model
 (Usher & McClelland, 2001)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,Naive Bayes Classifier,No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Nonstationary Process Increasing Probability Model
 (Wallsten, Pleskac, Lejuez, 2005)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"OU, Ornstein-Uhlenbeck Diffusion Model
 (Busemeyer & Townsend, 1993)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"PCS, Parallel Constraint Satisfaction Model for Probabilistic Decision Tasks
 (Glöckner & Betsch, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"PH, Priority Heuristic
 (Brandstätter, Gigerenzer, & Hertwig, 2006)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Preference for Sequences Model
 (Loewenstein & Prelec, 1993)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Present-value Comparison Model
 (Ainsly, 1992)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Pretree, Preference Tree
 (Tversky & Sattath, 1979)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Priority Model
 (Rieskamp, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Probabilistic Contrast Model
 (Cheng & Novick, 1990)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Prototype Model
 (Reed, 1972)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"PT, Prospect Theory
 (Kahneman & Tversky, 1979)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SAMBA, Selective Attention, Mapping, and Ballistic Accumulation Model
 (Brown, Marley, Donkin, & Heathcote, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SDT, Signal Detection Theory
 (Tanner & Swets, 1954; Swets, Tanner, & Birdsall, 1961)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SEMAUT, Subjective Expected Multi-Attribute Utility Model
 (Savage, 1954)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SS Power Model
 (Lu, Yuille, Liljeholm, Cheng, & Holyoak, 2008)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SSL, Strategy Selection Learning Theory
 (Rieskamp & Otto, 2006)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Stationary Process Model
 (Wallsten, Pleskac, Lejuez, 2005)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Story Model (of juror decision making)
 (Pennington & Hastie, 1986, 1988)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,Structural Equation Model,No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Subjective Expected Utility Model
 (von Neumann & Morgenstern, 1947)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SUSTAIN, Supervised and Unsupervised Stratified Adaptive Incremental Network
 (Love & Medin, 1998; Love, Medin & Gureckis, 2004)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"SVM, Sequential Value Matching
 (Johnson & Busemeyer, 2005)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Target Model
 (Wallsten, Pleskac, & Lejuez, 2005)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"TAX , Transfer of Attention Exchange Model
 (Birnbaum & Stegner, 1979)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Three-stage model
 (Hasbroucq & Guiard, 1991)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Tradeoff Model of Intertemporal Choice
 (Scholten & Read, 2010)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"TTB, Take-the-best
 (Gigerenzer & Goldstein, 1996)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"UCIP, Unlimited Capacity Independent Parallel Processing Model
 (Townsend & Wenger, 2004)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,Utility Functions,No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"WADD, Weighted Additive Model
 (Payne, Bettmann, & Johnson, 1993; Keeney & Raiffa, 1976)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Warm Glow Model of Charitable-giving
 (Andreoni, 1990)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,Weighting Model,No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Wiener Diffusion Model
 (Stone, 1960; Laming, 1968; Link & Heath, 1975)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Wyer and Srull's Storage Bin Model
 (Wyer & Srull, 1986)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Quantum Judgment Model
 (Busemeyer, Pothos, Franco, & Trueblood, 2011)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"r-Model
 (Hilbig, Erdfelder, & Pohl, 2010)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"RAM, Rank Affected Multiplicative Model
 (Birnbaum & Stegner, 1979; Birnbaum & McIntosh, 1996)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Random Walk Model
 (Stone, 1960; Laming, 1968; Link & Heath, 1975)",No
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Recruitment Model
 (LaBerge, 1992)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"RELAC, Reinforcment Learning of Cognitive Strategies
 (Erev & Barron, 2005)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"RH, Recognition Heuristic
 (Goldstein & Gigerenzer, 1999, 2002)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Rule Competition Model
 (Busemeyer, & Myung, 1992)",No opinion
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"Rule-based Categorization Models
 (Nosofsky, Clark, & Shin, 1989)",Yes
R_aaZIIvmb8Ix85P7,11-12-2014 11:34,11-12-2014 11:58,Yes,5,No,Professor,"Yes, I have.",Psychology,"RULEX, Rule-plus-exception Model
 (Nosofsky, Palmeri, & McKinley, 1994)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"ACT-IF, Adaptive Control of Thought in Information Foraging
 (Pirolli & Card, 1999)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Additive Difference Model
 (Morrison 1962; Tversky, 1969)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Additive Trade-off Model between Informativeness and Accuracy
 (Yaniv & Foster, 1995)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Additive-utility Model of Delay Discounting
 (Killeen, 2009)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"ALM, Associative Learning Model
 (DeLosh, Busemeyer, McDaniel & 1997; Busemeyer, Byun, Delosh & McDaniel, 1997)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Anchoring and Adjustment Model
 (Kahneman & Tversky, 1982; Einhorn & Hogarth, 1985)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"ASCM, Adaptive Strategy Choice Model (of algebraic strategies)
 (Siegler & Shipley, 1995)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Associative Accumulation Model
 (Bhatia, 2013)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Attractor Model of Visual Discrimination
 (Wang, 2002)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Availability Heuristic
 (Tversky & Kahneman, 1973)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Beta Delta Preference Model of Temporal Discounting
 (Laibson, 1997)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Biased Encoding Model (associative storage network model of memory-based judgment)
 (e.g., Hastie, 1979; 1980)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Brunswik's Lens Model
 (Brunswik, 1956)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"BSR, Bayesian Sequential Risk Taking Model
 (Wallsten,  Pleskac, &  Lejuez,  2005; Pleskac, 2008)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Causal Bayes Nets
 (Spirtes, Glymour, & Scheines, 1993; Pearl, 2000)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Complement Model of Charitable-giving
 (Bernheim, 1994)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Conditional Probability Model
 (Oaksford, Chater, & Larkin, 2000)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Constructed-Choice Model
 (Krantz & Kunreuther, 2007)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Constructionist Theory of Inference Generation 
 (Graesser, Singer, & Trabasso, 1994)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"CPT, Cumulative Prospect Theory
 (Tversky & Kahneman, 1992)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Delta-Rule Model
 (Rescorla & Wagner, 1972)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Denrell's Experience Sampling Model
 (Denrell, 2005)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Dimensional Overlap Model
 (Kornblum, Hasbroucq, & Osman, 1990)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Dimensional Weight Model
 (Birnbaum & Stegner, 1979; Tversky, Sattath, & Slovic, 1988)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Discrete-Slot Model of Working Memory
 (Zhang & Luck, 2008, 2009)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"DM, Diffusion Model
 (Ratcliff, 1978)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Dual Process Model of Deductive Inference
 (Verschueren, Schaeken, & d'Ydewalle, 2005)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EBA, Elimination by Aspects
 (Tversky, 1972)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EBM, Frequency-sensitive Exemplar Model
 (Nosofsky, 1988)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EBRW, Exemplar-based Random Walk Model
 (Nosofksy & Palmeri, 1997)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EGCM-RT, Extended Generalized Context Model for Reaction Times
 (Lamberts, 2000)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EGCM, Extended Generalized Context Model
 (Lamberts, 1998)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"EW, Equal Weighting Model
 (Dawes, 1979)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Exemplar Model
 (Medin & Schaffer, 1978)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Exemplar-Based Network Model
 (Nosofsky, Kruschke, McKinley, 1992)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Exponential Strategy Selection Model
 (Rieskamp & Otto, 2006)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Extension of the Leaky, Competing Accumulator Model
 (Usher & McClelland, 2004)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"FA Model, Fractional Adjustment Model
 (Weber, Shafir, & Blais, 2004)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Feedforward inhibition model
 (Shadlen & Newsome , 2001)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Forgetting Strategy Selection Model
 (Rieskamp & Otto, 2006)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"FSDT, Fuzzy Signal Detection Theory
 (Hancock, Masalonis, & Parasuraman, 2000)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"GCM, Generalized Context Model
 (Nosofsky, 1986)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"General Linear Classifier
 (Medin & Schwanenflugel, 1981; Ashby & Gott, 1988)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"GQC, General Quadratic Classifier
 (Ashby & Gott, 1988; Ashby 1992)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"gRAT, Generalized Version of a Rational Model/WADD
 (Nosofsky & Bergert, 2007)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"gTTB, Generalized Version of Take-the-Best
 (Nosofsky & Bergert, 2007)",Yes
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Herrnstein's Matching Law
 (Herrnstein, 1961)",No opinion
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"HyGene
 (Thomas, Dougherty, Sprenger, & Harbison, 2008)",No
R_bHITQTBHZAs365b,11-12-2014 11:50,11-12-2014 12:02,Yes,2,Yes,"Research scientist (postdoc, lecturer, researcher)","Yes, I have.",Psychology,"Hyperbolic Discounting Model
 (Elster, 1979)",No
